user,tanggal,bahasa,isi,polarity,sentiment
806734770805739520,2022-03-26 02:58:40+00:00,en,watchin turning red again 😎,0.0,netral
332993110,2022-03-26 02:58:21+00:00,en,"See... I liked Turning Red, just like I liked Encanto. I cried because of course I did. 
But I have a problem with the seemingly new ""generational trauma"" approach that Disney/Pixar is taking. 
They keep wrapping up all the problems with a nice little bow. That's not how it works",0.29147727272727275,positif
1415336875104030720,2022-03-26 02:58:08+00:00,en,turning red was so cute,0.25,positif
737624292,2022-03-26 02:58:06+00:00,en,Turning Red is probably my favorite Pixar movie in a long ass time.,0.15,positif
386779165,2022-03-26 02:57:09+00:00,en,THE DIVERSITY IN TURNING RED 🥺,0.0,netral
319496264,2022-03-26 02:56:51+00:00,en,"I really enjoyed Turning Red, though I wouldn’t say it’s a family film, more of a period piece.",0.25,positif
20465412,2022-03-26 02:56:37+00:00,en,"I finally watched “Turning Red” and it was nothing like what the Internet made me think it was. It was a touching and really relatable story about the inevitable rift between a young girl and her mom when she grows into her own person, and carrying that through generations.",0.13333333333333333,positif
1452087774195056640,2022-03-26 02:56:26+00:00,en,"@lovesbypsh thank uuu, otw nonton turning red",0.0,netral
1295623675098460160,2022-03-26 02:56:06+00:00,en,@iiFer_plays then watch turning red and cheaper by the dozen on disney+ cuz they are good for friday nights :))) https://t.co/ISY2rPzzxM,0.35,positif
1421562654351667202,2022-03-26 02:56:01+00:00,en,still haven’t watched turning red 🌝,0.0,netral
3011485334,2022-03-26 02:55:59+00:00,en,Turning Red is really good 👍,0.35,positif
1291830575632994304,2022-03-26 02:55:41+00:00,en,I JUST WATCHED TURNING RED AND I LOVED IT,0.35,positif
1358246552494624773,2022-03-26 02:54:54+00:00,en,Just watched turning red with my parents and now I feel like I should fix my relationship with my mother,0.0,netral
1438183655122391048,2022-03-26 02:54:53+00:00,en,Me staying the night with my brother and his wife: y'all seen turning red? I think yall should see turning red,0.0,netral
1325822637206073344,2022-03-26 02:54:45+00:00,en,"Hyperfixating on turning red ? Yeah, so what &lt;3 if I come up with a cute head Canon I'm gonna put it thanks",0.2333333333333333,positif
2901368649,2022-03-26 02:54:27+00:00,en,stop my sister and nephew are watching turning red and they were like mei mei is you with bts and then they saw 4town and were literally like that’s jimin 😭,0.0,netral
1399959748116729857,2022-03-26 02:54:09+00:00,en,turning red was a good movie but i really thought it was gonna be a metaphor about a girl getting her period for the first time the whole first half,0.20476190476190473,positif
1483034159597723649,2022-03-26 02:53:54+00:00,en,m enamore del taeyoung de turning red,0.0,netral
1370060862686433282,2022-03-26 02:53:25+00:00,en,instagram when it finds out idgaf about turning red 🤯🤯🤯🤯,0.0,netral
1157471879575347200,2022-03-26 02:53:13+00:00,en,-turning red (2022) https://t.co/5CcTOPDeiJ,0.0,netral
16054784,2022-03-26 02:52:55+00:00,en,Turning red was a phenomenal film.,0.25,positif
1507543047676088321,2022-03-26 02:52:50+00:00,en,"@_RebeccaParham Turning red is a good movie and all, probably one of my top 5. But some scenes I can't stand and I get SO mad at the mother it makes me embarrassed for mei-mei.",0.14375,positif
1507546481674358789,2022-03-26 02:52:37+00:00,en,"Turning Red Mei Panda Scentsy Buddy Still Available! Scent Pak Included For 🆓! https://t.co/vpfbn4CrpP
.
.
#TurningRed 
#TurningRedMovie 
#turningredpixar 
#DisneyTurningRed
#PixarRed 
#PixarTurningRed 
#DisneyMovies 
#WaltDisneyWorld 
#ShopMyCloset 
#ShopScentsy
#ShopSmall https://t.co/WrJyeqA1QI",0.2,positif
1176407399575511040,2022-03-26 02:52:21+00:00,en,Official 4*TOWN - 4*TOWN - 1 True Love (Music Video With Lyrics) | Pixar’s Turning Red - https://t.co/JTgRxgt3zt,0.275,positif
935207888720625665,2022-03-26 02:52:00+00:00,en,Turning Red is an amazing love letter to anyone who grew up gay and into anime,0.3791666666666667,positif
1501031737266163712,2022-03-26 02:51:57+00:00,en,"@scarfofsilver Hey! I proudly present my newest video. It's my Turning Red  SPOILER review! Enjoy!

https://t.co/evrv9cdDW9",0.13333333333333333,positif
850687498439229441,2022-03-26 02:51:52+00:00,en,Me!! Turning red was so good ❤️ https://t.co/Aph1qOmQ4F,0.35,positif
1399472625672359936,2022-03-26 02:50:54+00:00,en,i watched turning red today omg it’s so good i love it,0.39999999999999997,positif
1384729310452281349,2022-03-26 02:50:40+00:00,en,Turning red fans please I need moots guys please guys,0.0,netral
1376992110168190979,2022-03-26 02:50:37+00:00,en,Amgery panda Mei from Turning Red...I mean literally https://t.co/8rXoA9Z4SZ,-0.3125,negatif
15715339,2022-03-26 02:50:34+00:00,en,and i liked Turning Red,0.3,positif
1005949401905467392,2022-03-26 02:50:27+00:00,en,"Turning Red was dope. Im not a teenage Asian girl from Canada, but I can definitely relate to the idea of feeling inadequate, especially to your family members who worked hard to get to where they are. #TurningRed  5/10 no blue pandas. https://t.co/y0mnimkwRu",-0.04166666666666667,negatif
1061358873934581760,2022-03-26 02:50:24+00:00,en,Finally watching turning red 🙏,0.0,netral
1501031737266163712,2022-03-26 02:50:23+00:00,en,"@PixarTurningRed Hey y'all! I proudly present my newest video. It's my Turning Red  SPOILER review! Enjoy!

https://t.co/evrv9cdDW9",0.13333333333333333,positif
1384729310452281349,2022-03-26 02:50:22+00:00,en,Hi turning red fans please follow me if you love 4 town,0.25,positif
752273221253074944,2022-03-26 02:50:18+00:00,en,Turning Red is so good!!!! Omg I enjoyed that so much,0.35,positif
47302934,2022-03-26 02:50:00+00:00,en,Nobody said anything about red pandas in Turning Red.  That’s all I needed to know.,0.0,netral
1384729310452281349,2022-03-26 02:49:59+00:00,en,I LOVE TURNING RED JEJDHSBDJEB,0.25,positif
1275863869567766529,2022-03-26 02:49:16+00:00,en,@XavierILL Finally saw Turning Red so I can retweet art to my heart’s content without spoilers and I’m starting here. 😡🥰 you did great they look great thank you for art,0.32,positif
8452762,2022-03-26 02:49:00+00:00,en,How do you know when a new movie is a true Pixar film vs a Disney movie where they just use the Pixar name to get clicks? Sadly the latest “Turning Red” ain’t no Pixar film but it’s too late to stop because the kid wants to watch it now.,0.13727272727272727,positif
111792293,2022-03-26 02:48:59+00:00,en,📷 shegos: TURNING RED 2022 | dir. Domee Shi https://t.co/m46L4R2Fml,0.0,netral
1323403826460725249,2022-03-26 02:48:30+00:00,en,I’m making my ma watch turning red,0.0,netral
161046346,2022-03-26 02:48:24+00:00,en,"@HikerYote In retrospect, this could have been a poster for Turning Red!!",0.0,netral
1289699699960631296,2022-03-26 02:48:23+00:00,en,Thirable is.... Mei! From Turning Red! Who is having a real one. https://t.co/hK3ElF9HGQ,0.1,positif
2942851294,2022-03-26 02:47:46+00:00,en,Turning Red (2022) https://t.co/GdBZxvyE8x,0.0,netral
1268371323908169730,2022-03-26 02:47:45+00:00,en,"watching turning red rn and this scene + her mother’s reaction TOOK ME OUUUTTTTT 
 https://t.co/DQ94Kkpopf",0.0,netral
1199799978014588928,2022-03-26 02:47:43+00:00,en,i haven’t watch turning red yet,0.0,netral
1500235797336928259,2022-03-26 02:47:30+00:00,en,"People guessing the sexuality of the girls in Turning Red based on their clothes and I’m like..

Can we appreciate these child characters without trying to figure out how queer they are.",0.0,netral
1213909263627587584,2022-03-26 02:47:24+00:00,en,HUNG OUT WITH FRIENDS TODAY AND WATCHED TURNING RED IT WAS NICE https://t.co/0zRX5x7Tgx,0.3,positif
1242971870036721664,2022-03-26 02:46:48+00:00,en,"Just watched turning red 
L o v e d  i t",0.0,netral
845940645072175104,2022-03-26 02:46:16+00:00,en,@RyanGirdusky Sounds like they’re turning red counties purple moving out bc they don’t like the monster they created but can’t help themselves from doing it again.,0.2,positif
1337062248104275970,2022-03-26 02:46:05+00:00,en,"Turning red fans, when they turn red, or something like that I didn't see the movie",0.0,netral
1338531844699119617,2022-03-26 02:45:48+00:00,en,@iamthewalrus17 @GizmoHasAPosse That’s it about time there will be blood and you’re turning red in the no country for old men?,0.05,positif
43694394,2022-03-26 02:45:42+00:00,en,@SkyeJethani @KaitlynSchiess Boys had Teen Wolf. Turning Red is Teen Wolf for girls.,0.0,netral
1433738216989880322,2022-03-26 02:45:25+00:00,en,IM WATCHING TURNING RED,0.0,netral
63258800,2022-03-26 02:44:52+00:00,en,Watching Turning Red again🥺❤️,0.0,netral
3265429436,2022-03-26 02:44:37+00:00,en,"@NBCBlacklist 
#JamesSpader is incapable of turning in a bad performance as Red!❤️♠️👍 #TheBlacklist https://t.co/5Bk6WIHlgK",-0.3499999999999999,negatif
1061357857709408256,2022-03-26 02:44:30+00:00,en,I watched Turning Red or Red Panda 🐼 or whatever it’s called last night that joint was dope🔥,0.0,netral
720777964028231680,2022-03-26 02:44:09+00:00,en,Finally watched Turning Red and ppl were really mad over her disobeying?? 💀 It was so good,0.01874999999999999,positif
1432097987866550273,2022-03-26 02:44:09+00:00,en,anyways gonna get yummy breakfast in like 3 hrs then watch turning red w my friend,0.0,netral
158081036,2022-03-26 02:43:53+00:00,en,Idk how anyone can watch the Turning Red movie and be like this movie is ass lol,0.4,positif
349987816,2022-03-26 02:43:09+00:00,en,"I finally watched Turning Red, and it was more Toronto than Degrassi.",0.0,netral
1502113805408649243,2022-03-26 02:42:52+00:00,en,"TURNING RED
RAPUNZEL
CINDERELLA https://t.co/QM7mAFmruh",0.0,netral
570952409,2022-03-26 02:42:30+00:00,en,"@DSACostanza Why does it always have to be ironic?!
Yes, I like turning enemies into red mist, I hate bosses monologuing, and I HATE CHAOS!",-0.35000000000000003,negatif
1248777656507813889,2022-03-26 02:42:20+00:00,en,@kimafuma my turning red crush for sure 😍😍😍,0.25,positif
1027720593477718016,2022-03-26 02:42:03+00:00,en,turning red was awesome https://t.co/dNlqCpSmI2,0.5,positif
3268415251,2022-03-26 02:41:35+00:00,en,@tidesbreath BDOANDOWKS it’s the fictional bg from turning red,0.0,netral
1324079797073530881,2022-03-26 02:41:23+00:00,en,hehe time to watch turning red,0.0,netral
1445033036412710914,2022-03-26 02:41:20+00:00,en,"@jwrizzlle phineas and ferb, encanto, turning red",0.0,netral
523713501,2022-03-26 02:41:03+00:00,en,@sincerelyvalx i blame turning red for my mom putting too much thought into how i havent changed since i was a teenager,0.1,positif
4514901198,2022-03-26 02:40:43+00:00,en,I’m about to watch Turning Red again….,0.0,netral
187759437,2022-03-26 02:40:03+00:00,en,"Wife and I have remarkably similar tastes in darn near everything, but we are split pretty hard on Turning Red. (I did not care for it.)",0.011666666666666659,positif
1501586010660081664,2022-03-26 02:39:48+00:00,en,@Meowy1227 Pretty much the same for turning red wait til it come out,0.15,positif
493506576,2022-03-26 02:39:19+00:00,en,Saw Turning Red https://t.co/EwqZxRVdds,0.0,netral
483371867,2022-03-26 02:39:05+00:00,en,"Don’t mind me sobbing in the corner, finally watched Turning Red.",0.0,netral
4921724915,2022-03-26 02:38:57+00:00,en,i watched turning red i loved it,0.35,positif
799470611181367298,2022-03-26 02:38:54+00:00,en,i’m so happy they put josh levi on turning red tbh and they got a VIET male to also sing for 4town😭,0.26666666666666666,positif
1298108105373429760,2022-03-26 02:38:49+00:00,en,@illumimommie How’d you like Turning Red?,0.0,netral
1452136455988449280,2022-03-26 02:38:32+00:00,en,i feel like most people mainly think of “turning red” and “encanto” as movies that talk abt generational trauma in families of poc but seem to forget that coco was ALSO a movie abt generational trauma,0.08333333333333333,positif
855567136680329216,2022-03-26 02:38:25+00:00,en,"@bunnysloth either turning red or mulan, both wrecked me sm &lt;/3",0.0,netral
878769046627524610,2022-03-26 02:38:24+00:00,en,Why on EARTH did I decide to watch Turning Red rn https://t.co/XNJ8UZinV4,0.0,netral
1446212752272396303,2022-03-26 02:38:21+00:00,en,me obsessed with turning red and encanto https://t.co/vH64Pmiq39,-0.25,negatif
786624760906080256,2022-03-26 02:38:14+00:00,en,turning red actually is super realistic for asian childhood this is giving me flashbacks i wanna d!e,0.06,positif
2645213199,2022-03-26 02:37:27+00:00,en,They was singing DOWN on the ending credits of Turning Red. I love this movie so much 😭 its so cute,0.3333333333333333,positif
51601784,2022-03-26 02:37:14+00:00,en,"@liveinjusttoday @Disney They better or I boycott! Also, did you see Turning Red? 🥹 also I miss you! 😭",0.25,positif
1219781474,2022-03-26 02:36:14+00:00,en,watched Turning Red for my second time with some friends on Discord. this movie really is just such a vibe,0.06666666666666667,positif
2323175203,2022-03-26 02:36:14+00:00,en,Turning red was so funny 😂 reminded me of my younger self and how obsessed I was with O-Town 😂 so had I had to go watch their music videos again and I knew all the words still! 😂 https://t.co/7JcYjcaTd0,-0.0625,negatif
1474243054747803650,2022-03-26 02:36:10+00:00,en,"ㅤㅤ❝ Hello! ❞
Shino knew they were at least a fellow adeptus, but having ran away to Inazuma for a while, it didn't know them well. The red panda had a grin on it's muzzle before turning normal. https://t.co/73442j80TJ",-0.049999999999999996,negatif
1262631991,2022-03-26 02:35:36+00:00,en,To everyone complaining about Turning Red y’all are missing the entire point of growing up as a girl in middle school.,-0.05,negatif
1380623208190124033,2022-03-26 02:35:28+00:00,en,@rinnestfu Not mcu though obviously but we should continue mob (or we can watch turning red ? idk I’ve been craving to watch it for a while),0.0,netral
702182738279972864,2022-03-26 02:34:55+00:00,en,@WaltDisneyWorld @shopDisney could someone please tell me in Disney world where can I get the 18” panda plush from turning red I’m coming for the festival I Epcot so hoping I can get it there,0.0,netral
977417619933466624,2022-03-26 02:34:45+00:00,en,"I finally saw Turning Red tonight. I haven't seen too many Pixar movies in recent years but holy crap this one was so damn good! I was laughing so much and I enjoyed every second. Thank you @missabbyespirit for showing me this, you rock! https://t.co/Ktx6tup8xM",0.11249999999999999,positif
1360969706023305218,2022-03-26 02:34:43+00:00,en,"Just finished watching Turning Red with my nephews.  
I'm not sure how I feel about it.",0.25,positif
1418758314154856449,2022-03-26 02:34:40+00:00,en,sad orangutans and second place spelling bee trophy turning red is really so fucking funny,-0.0625,negatif
29195083,2022-03-26 02:34:24+00:00,en,turning red kicks ass. holy shit,-0.1,negatif
1283509514902413315,2022-03-26 02:34:24+00:00,en,te amo turning red,0.0,netral
1443048529136599041,2022-03-26 02:34:22+00:00,en,"asian mommy issues the movie

is this tweet about everything everywhere all at once, umma, or turning red? yes",0.0,netral
1408549278658842628,2022-03-26 02:34:15+00:00,en,@NEPHYRUS i was going to then i had a conversation about turning red with the first person i talked to and then that was my entire social battery gone,0.07083333333333333,positif
1701005042,2022-03-26 02:33:56+00:00,en,Oscars should have a category called “best use of a popular song in a movie” and the first award should go to Bootylicous for Turning Red,0.4625,positif
1267423998272405504,2022-03-26 02:33:08+00:00,en,"Your cheeks were turning red

#SPCApolakiAAyOki
#PagiisaNgMultiverso
#SPCMetanoia
#SPCIntramurals2022",0.0,netral
991908565106462720,2022-03-26 02:32:49+00:00,en,Finally drew Meilin Lee from Turning Red! I loved the movie and I can’t stop watching it! https://t.co/py1PDl5Mzw,0.2333333333333333,positif
188194318,2022-03-26 02:32:34+00:00,en,"*MILD-ISH SPOILERS FOR TURNING RED*
.
.
.
.
.
Genuine belly laugh from me at the shot of Mei's mother walking through the city to the concert.",0.2333333333333333,positif
3050790162,2022-03-26 02:32:32+00:00,en,"hoping my parents never see turning red because if they do they're gonna be calling me every 5 minutes just to tell me ""that's you 🤪"" SDLKFJÑSLDSD",0.0,netral
1330572061819932675,2022-03-26 02:32:14+00:00,en,"@Neeta49242252 @AaronParnas I wish VA voters had done that last November voting in our new Governor. So many got suckered by his sudden interest in the CRT fake outrage. And now I’m stuck with a GOP Governor who has no government experience. That went so well with TDFG, didn’t it? I hate turning RED",-0.09480519480519481,negatif
720661837776224256,2022-03-26 02:32:12+00:00,en,turning red x CARS crossover (you turn into a car when you feel emotion ),0.0,netral
1069726816485720070,2022-03-26 02:31:41+00:00,en,@pythiatweets BASICALLY (that one also hit!! and turning red too...love this new cathartic wave of media!),0.06818181818181818,positif
1171069359420145664,2022-03-26 02:31:25+00:00,en,turning red was a better attack on titan movie than even the attack on titan movie was,0.25,positif
15043453,2022-03-26 02:31:19+00:00,en,@DanMe707 It's okay. Mei in Turning Red is supposed to be 13 in 2002. Which means she's 32/3,0.0625,positif
1204402450586841090,2022-03-26 02:31:17+00:00,en,Got buzzed and watched turning red and cried very hard at the same time watch turning red very good yes yes,0.10208333333333332,positif
202300469,2022-03-26 02:31:09+00:00,en,Turning Red was such a good movie. I’m such a big kid,0.2333333333333333,positif
188104954,2022-03-26 02:30:44+00:00,en,Okay so the movie turning red was cute and funny as hell lol,0.41,positif
458152002,2022-03-26 02:30:35+00:00,en,Im gonna be Abby from turning red for Halloween lmao.. since EVERYONE says I remind them of her 😭😭 https://t.co/7RJbWxmBrJ,0.3,positif
2420084796,2022-03-26 02:30:19+00:00,en,TURNING RED WAS SO GOOOOOOOOOOOOOOD,0.0,netral
1386193890835767297,2022-03-26 02:30:19+00:00,en,@xoxabstract turning red is a pretty good movie i cant lie,0.31666666666666665,positif
1027645088623673344,2022-03-26 02:30:11+00:00,en,I finally watched turning red and I. CRIED?? like full on SOBBED. that immigrant mother daughter shit? no one touch me 😭😭😭 also mei lin and her friends reminded me of high school with all my army friends and wow I'm 😭,0.06833333333333332,positif
64497685,2022-03-26 02:29:53+00:00,en,Ame ame ameeeeeee Turning RED #TurningRedMovie,0.0,netral
1006303513377476608,2022-03-26 02:29:50+00:00,en,Ok so I finally watched Turning Red and I cried the whole time. Extra points for ugly cry snorts at the end.,0.0,netral
1496632021057105920,2022-03-26 02:29:23+00:00,en,can anyone ever give a good reason why turning red is a “bad” movie other than “turning mid”,2.7755575615628914e-17,positif
1383105680656142337,2022-03-26 02:29:21+00:00,en,"Nobody Like U (From ""Turning Red""/LyricVideo) https://t.co/TsvNCW4hr7",0.0,netral
2988638212,2022-03-26 02:29:07+00:00,en,"watching turning red, Mei in her villian era with this red hair 😂",0.0,netral
1313162805382713347,2022-03-26 02:29:00+00:00,en,"@convomfs encanto, turning red, coco, moana, raya and the last dragon",0.0,netral
735941880,2022-03-26 02:28:41+00:00,en,@nekomajinheika She's one of the relatives in turning red.,0.0,netral
1240095788816052225,2022-03-26 02:28:11+00:00,en,Turning Red was fuckin adorable... honestly might be one of my new favorite disney movies (which isn't much bc I haven't seen shit),0.24805194805194805,positif
826932765534908417,2022-03-26 02:28:05+00:00,en,turning red is a miracle in canadian representation in film,0.0,netral
1212270988966023168,2022-03-26 02:27:46+00:00,en,Turning Red was really REALLY good holy hell. Disney’s had so many bangers recently,0.3,positif
979300015,2022-03-26 02:27:46+00:00,en,I finally watched Turning Red and that shit was so mf cute 😭😭😭😭 I’m a 4-Town stan now,0.075,positif
768701972,2022-03-26 02:27:31+00:00,en,@baal_lvr What mean turning red?,-0.15625,negatif
1244888965179678720,2022-03-26 02:27:22+00:00,en,"@F_Dev1888 @ScotlandSky Yes I agree
Dortmund parked the bus, lost 6-4
Red Star parked the bus, lost 4-1
Rangers shouldn’t bother turning up
Let’s just Award Celtic the title like 2019",0.0,netral
1357176189027110919,2022-03-26 02:25:17+00:00,en,"Redz the artist turning red mario bros 3 shirt

https://t.co/J9f4xyH9RZ https://t.co/Yuyx4HPRRa",0.0,netral
804196682502049793,2022-03-26 02:25:06+00:00,en,@cowboyshart Have you watched turning red is it good should I watch,0.35,positif
991908565106462720,2022-03-26 02:25:04+00:00,en,"Drew Meilin Lee from Turning Red! If you haven’t seen it yet please do! 

#TurningRed #meilinLee https://t.co/RkfGdolQxm",0.0,netral
1305348692212428801,2022-03-26 02:24:59+00:00,en,No one told me turning red would make me frickin SOB!!!,0.0,netral
1403167036868550661,2022-03-26 02:24:37+00:00,en,I’m watching turning red rn and it’s so cute,0.25,positif
3002441776,2022-03-26 02:24:35+00:00,en,Omg Turning red is the best Disney movie I’ve seen in a while,0.5,positif
2156111191,2022-03-26 02:24:34+00:00,en,"Turning Red was the cutest movie I have ever seen. 😍

10/10",0.0,netral
884331157520646145,2022-03-26 02:24:32+00:00,en,@xoxabstract have you seen turning red?,0.0,netral
1217052004293455872,2022-03-26 02:24:16+00:00,en,and i thank the movie turning red for that... relaly opened my eyes to what i actually want to do and also happej to be enjoying,0.16666666666666666,positif
1394106835981017090,2022-03-26 02:23:57+00:00,en,@ar__cadia Una boyband ficticia de turning red. https://t.co/f4aCZmPF04,0.0,netral
1674220430,2022-03-26 02:23:47+00:00,en,"for Turning Red, if you're missing context",-0.1,negatif
1498055156432515073,2022-03-26 02:23:18+00:00,en,@spaciesed TURNING RED,0.0,netral
1416927243041923072,2022-03-26 02:23:16+00:00,en,is turning red on disney +,0.0,netral
15171716,2022-03-26 02:22:42+00:00,en,"Other parents being scandalized over Turning Red. 

Me: kid, I don't care if you draw stuff like that at all, it's fine! 

Her: EW, I wouldn't ever! 

Me: sure, sure. 😏",0.3541666666666667,positif
1486741504081027074,2022-03-26 02:22:39+00:00,en,@marshagouw Turning red? Maraton harpot?,0.0,netral
1501031737266163712,2022-03-26 02:22:34+00:00,en,"Hey y'all! I proudly present my newest video. It's my Turning Red  SPOILER review! Enjoy!

https://t.co/evrv9cdDW9 https://t.co/xgSSzwXqi2",0.13333333333333333,positif
1092546188157636609,2022-03-26 02:22:18+00:00,en,@GrumpyEmoDog @Kitchiki This might be private infor but how much were these!!! I totally have been wanting to get something similar since I saw turning red😂,0.0,netral
1182855991676882944,2022-03-26 02:22:14+00:00,en,turning red it a mix of good and cringe,0.35,positif
133120538,2022-03-26 02:21:53+00:00,en,We have went from watching Encanto over &amp; over to now watching Turning Red over AND over.,0.0,netral
917859239896518657,2022-03-26 02:21:53+00:00,en,im watching Turning Red i already know im going to be obsessed,-0.25,negatif
914973442511908865,2022-03-26 02:21:44+00:00,en,"Turning red, but Encanto MADE ME FUCKING SOB
TURNING RED WAS MAYBE JUST ONE TEAR BUT NO ENCANTO TEARS FILLED A WHOLE BUCKET https://t.co/TZKpbtdVIR",1.1102230246251566e-17,positif
14515931,2022-03-26 02:21:40+00:00,en,"Turning Red is a brilliant movie and as your attorney I advise you to see it immediately.

How good was it? Well, I'm probably going to watch it again tomorrow.

It was that good.",0.575,positif
821888606,2022-03-26 02:21:38+00:00,en,Turning Red https://t.co/tpyKq8x1jS,0.0,netral
1400503201569280003,2022-03-26 02:21:32+00:00,en,"OMG OMG OMG OMG 

Tags:
Devon, rule34, gay, bara, twink, femboy, twunk, turning red, hot, fetish, white, hung. https://t.co/UtDFfWumNs",0.16666666666666669,positif
38254045,2022-03-26 02:21:17+00:00,en,I love how in Turning Red they refer to the SkyDome as the SkyDome. That’s as Toronto as it gets!,0.25,positif
258437424,2022-03-26 02:21:16+00:00,en,turning red was incredible,0.45,positif
738442325265780736,2022-03-26 02:21:02+00:00,en,Watching Turning Red and this is adorable. I wish we had movies like this when I was that age.,0.25,positif
1406727527570100228,2022-03-26 02:20:56+00:00,en,"I myself wonder ""What Turning Red Am I?"" https://t.co/yUf9mIahdo",0.0,netral
786624760906080256,2022-03-26 02:20:55+00:00,en,turning red has finally made it on my streaming site let’s gooo,0.0,netral
4903286187,2022-03-26 02:20:49+00:00,en,Turning Red the tumblr girl movie,0.0,netral
1753021,2022-03-26 02:19:19+00:00,en,"Having watched Turning Red several times already, my children want to today because it's old now. It's been out too long.",0.0125,positif
1077067732057763840,2022-03-26 02:19:00+00:00,en,turning red just pissed me off,0.0,netral
1261174319431823360,2022-03-26 02:18:50+00:00,en,"You've heard of Cat Maid, now get ready for Red Panda Maid *woohoo*
It's Mei from Turning Red which probably doesn't look like her
#TurningRed  #TurningRedfanart #meimei #TurningRedMovie https://t.co/8DpyF7vqqV",0.06666666666666667,positif
1311017710453653504,2022-03-26 02:17:36+00:00,en,watching turning red tonight for sure 🙏🏾,0.25,positif
955545035885502464,2022-03-26 02:16:52+00:00,en,"1/ Shut off notifications.

Why do I want to feel loved by my phone? It’s like I am seeking attention from a clingy ex-boyfriend. 

Turning off my notifications is disempowering them to have power over my attention.

The ADD monkey brain is induced with red bubble delirium.",0.21666666666666665,positif
832490350103048194,2022-03-26 02:16:39+00:00,en,U Know What's Up (From Disney and Pixar's Turning Red) https://t.co/CgKRaAuVnM via @YouTube,0.0,netral
1306269870095577096,2022-03-26 02:16:34+00:00,en,Watched turning red with my whole family 💀,0.1,positif
1259966783252987905,2022-03-26 02:16:29+00:00,en,@BalladeMan wtf i love turning red now,0.0,netral
1148584742901694469,2022-03-26 02:16:09+00:00,en,"We recreated 'Nobody Like U by 4*TOWN' From the movie 'Turning Red' in Fortnite Creative with Music Blocks! ft. @dehalfwit543 
#TurningRed #CreatedinFortnite #Fortnite #TurningRedMovie #Disney #DisneyPixar #4Town https://t.co/INauf9Eo2U",0.25,positif
407993682,2022-03-26 02:15:22+00:00,en,on that note turning red was so good 😭 https://t.co/6qmdkOtx4g,0.35,positif
1333788059788214274,2022-03-26 02:14:58+00:00,en,IVE SEEN 3 MIN OF TURNING RED. HOW DID THAT MAN SAY IT WAS UNRELATEABLE. IM RELATING,0.0,netral
1156327100988690432,2022-03-26 02:14:39+00:00,en,@TalkingCloaca @kekitopu i better see you under every tweet singing encanto and turning red's praises,0.25,positif
1280202036026507265,2022-03-26 02:14:28+00:00,en,Turning Red is a really cute movie. Why my eyes water a few times at the end 😭😭❤️,0.25,positif
1270471875659919360,2022-03-26 02:13:30+00:00,en,i really like that goth girl from turning red!!!!!! https://t.co/8pxLqVGxwj,0.1,positif
1507534331535052800,2022-03-26 02:13:25+00:00,en,"Watch turning red uwu 
#DefendTheThroneLegions
#PagiisaNgMultiverso
#SPCMetanoia
#SPCIntramurals2022",0.0,netral
924842503869730817,2022-03-26 02:13:10+00:00,en,"love how in Turning Red the captions say [speaking faux French] but apparently it IS an actual french sentence, spoken in Québécois French 💀💀",0.08333333333333333,positif
1480191525996933127,2022-03-26 02:12:23+00:00,en,"i've seen a lot of people doing this so umm...
hi!! im elodie. im not new to #cartoontwt but im looking for more moots!
my main interest atm is mlp/eqg but i also like
-infinity train
-amphibia
-centaurworld
-kipo and the age of wonderbeasts
-the owl house (somewhat)
-turning red",0.101010101010101,positif
2185574078,2022-03-26 02:12:09+00:00,en,That movie turning red is so cute and good. Not all Disney movies need to be for little kids 🤣,0.253125,positif
3994622413,2022-03-26 02:11:45+00:00,en,"@LetOregonLearn And be careful what you wish for. If they are leaving for home prices, guess what? Those red states will be turning blue. That's why AZ was in play last election.",-0.025,negatif
757714037677428736,2022-03-26 02:11:37+00:00,en,"Not even gonna lie.
I'm probably just gonna watch turning red for the new Pixar mom.",0.06818181818181818,positif
1447904143092293640,2022-03-26 02:11:32+00:00,en,turning my red hair to blonde this will be a shitty process wish me luck,0.0,netral
1116951139411476486,2022-03-26 02:11:25+00:00,en,"why did my 12 year old cousin just yell ""U WILL NEVER PLAY WITH MY CHEMICAL ROMANCES"" after seeing that emo kid character in turning red",0.05,positif
1347955020214530048,2022-03-26 02:11:18+00:00,en,"Lol 😆🤣 Just give your campaign $$$. The USA will be turning RED 
See Below https://t.co/8GOG2LRbXT https://t.co/NgYzhTgDsK",0.4,positif
1390074385466339332,2022-03-26 02:11:18+00:00,en,is turning red worth watching,0.15,positif
3308470263,2022-03-26 02:11:18+00:00,en,"11. Turning Red (2022):  It was so much fun!  My roommates and I had a great time with this one, definitely one of my favorite Pixar movies in a while.",0.32,positif
812809979585560576,2022-03-26 02:11:17+00:00,en,TURNING RED WAS SO GOOD,0.35,positif
1386022251443625986,2022-03-26 02:10:50+00:00,en,Watching Turning Red with my little boy cousins and they’ve seen this movie so many times that they recite all the lines lol ❤️,0.278125,positif
380816872,2022-03-26 02:10:17+00:00,en,"Okay I don’t care what anyone says: TURNING RED was awesome. This movie hit home so hard it’s not a joke. For someone with a mom and grandma like I had, it struck me how much that bond can be universally important and fraught.",0.3013888888888889,positif
955615406089220097,2022-03-26 02:10:08+00:00,en,@malibuharrie Turning Red is a v good film,0.35,positif
